@relation class
@attribute h7_dst_bytes real
@attribute h7_dst_flow real
@attribute h7_dst_pkt real
@attribute h7_src_bytes real
@attribute h7_src_flow real
@attribute h7_src_pkt real
@attribute h8_dst_bytes real
@attribute h8_dst_flow real
@attribute h8_dst_pkt real
@attribute h8_src_bytes real
@attribute h8_src_flow real
@attribute h8_src_pkt real
@attribute h9_dst_bytes real
@attribute h9_dst_flow real
@attribute h9_dst_pkt real
@attribute h9_src_bytes real
@attribute h9_src_flow real
@attribute h9_src_pkt real
@attribute h_s_4_dst_bytes real
@attribute h_s_4_dst_flow real
@attribute h_s_4_dst_pkt real
@attribute h_s_4_src_bytes real
@attribute h_s_4_src_flow real
@attribute h_s_4_src_pkt real
@attribute port_1_s_rx_bytes real
@attribute port_1_s_rx_crc_err real
@attribute port_1_s_rx_drop real
@attribute port_1_s_rx_error real
@attribute port_1_s_rx_frame_err real
@attribute port_1_s_rx_over_err real
@attribute port_1_s_rx_pkt real
@attribute port_1_s_tx_bytes real
@attribute port_1_s_tx_drop real
@attribute port_1_s_tx_error real
@attribute port_1_s_tx_pkt real
@attribute port_h7_rx_bytes real
@attribute port_h7_rx_crc_err real
@attribute port_h7_rx_drop real
@attribute port_h7_rx_error real
@attribute port_h7_rx_frame_err real
@attribute port_h7_rx_over_err real
@attribute port_h7_rx_pkt real
@attribute port_h7_tx_bytes real
@attribute port_h7_tx_drop real
@attribute port_h7_tx_error real
@attribute port_h7_tx_pkt real
@attribute port_h8_rx_bytes real
@attribute port_h8_rx_crc_err real
@attribute port_h8_rx_drop real
@attribute port_h8_rx_error real
@attribute port_h8_rx_frame_err real
@attribute port_h8_rx_over_err real
@attribute port_h8_rx_pkt real
@attribute port_h8_tx_bytes real
@attribute port_h8_tx_drop real
@attribute port_h8_tx_error real
@attribute port_h8_tx_pkt real
@attribute port_h9_rx_bytes real
@attribute port_h9_rx_crc_err real
@attribute port_h9_rx_drop real
@attribute port_h9_rx_error real
@attribute port_h9_rx_frame_err real
@attribute port_h9_rx_over_err real
@attribute port_h9_rx_pkt real
@attribute port_h9_tx_bytes real
@attribute port_h9_tx_drop real
@attribute port_h9_tx_error real
@attribute port_h9_tx_pkt real
@attribute port_h_s_4_rx_bytes real
@attribute port_h_s_4_rx_crc_err real
@attribute port_h_s_4_rx_drop real
@attribute port_h_s_4_rx_error real
@attribute port_h_s_4_rx_frame_err real
@attribute port_h_s_4_rx_over_err real
@attribute port_h_s_4_rx_pkt real
@attribute port_h_s_4_tx_bytes real
@attribute port_h_s_4_tx_drop real
@attribute port_h_s_4_tx_error real
@attribute port_h_s_4_tx_pkt real
@attribute port_udp_counts real
@attribute rst real
@attribute tcp_connection real
@attribute tcp_failed real
@attribute tcp_port_counts real
@attribute udp_connection real
@attribute unknown_protocol real
@attribute class{0}
@data
15437,0,210,8386,0,103,4725,0,63,3100,0,32,6336,0,96,8265,1,99,0,0,0,0,0,0,75661,0,0,0,0,0,490,24177,0,0,307,8864,0,0,0,0,0,111,44220,0,0,310,5094,0,0,0,0,0,67,52148,0,0,182,10895,0,0,0,0,0,142,55805,0,0,219,18038,0,0,0,0,0,11,29975,0,0,120,0,0,5,0,1,0,0,"0"
15128,0,206,8500,0,105,4725,0,63,3183,0,33,6336,0,96,8123,0,97,934,5,16,2962,2,1,72110,0,0,0,0,0,515,63709,0,0,335,10536,0,0,0,0,0,141,77741,0,0,342,5137,0,0,0,0,0,68,48814,0,0,182,10249,0,0,0,0,0,130,32497,0,0,206,75384,0,0,0,0,0,47,29686,0,0,171,0,0,6,0,1,0,0,"0"
15452,0,210,8401,0,103,4725,0,63,3100,0,32,6534,0,99,8222,0,97,0,0,0,0,0,1,153521,0,0,0,0,0,609,95439,0,0,405,10557,0,0,0,0,0,137,100947,0,0,362,4969,0,0,0,0,0,64,75316,0,0,207,11661,0,0,0,0,0,153,96939,0,0,258,85148,0,0,0,0,0,46,56520,0,0,203,0,0,6,0,1,0,0,"0"
36334,2,220,8765,5,109,4725,0,63,3100,0,32,6468,0,98,8271,0,99,1478,7,23,0,0,0,155234,0,0,0,0,0,571,68057,0,0,362,10387,0,0,0,0,0,138,122116,0,0,356,4512,0,0,0,0,0,56,93066,0,0,201,11430,0,0,0,0,0,152,93638,0,0,234,62549,0,0,0,0,0,35,70991,0,0,182,0,0,6,0,1,0,0,"0"
0,0,192,8108,0,99,4725,0,63,3017,0,31,6642,1,101,8330,1,99,0,0,0,42,1,1,160470,0,0,0,0,0,575,74244,0,0,408,9010,0,0,0,0,0,113,20281,0,0,279,8651,0,0,0,0,0,114,116088,0,0,205,11771,0,0,0,0,0,155,49509,0,0,197,62405,0,0,0,0,0,33,8420,0,0,130,0,0,5,0,1,0,0,"0"
15517,0,211,8451,0,104,4725,0,63,3183,0,33,6571,3,99,8495,3,102,0,0,0,0,0,0,172577,0,0,0,0,0,547,27071,0,0,355,10734,0,0,0,0,0,143,99261,0,0,343,5052,0,0,0,0,0,66,88721,0,0,198,10985,0,0,0,0,0,142,79659,0,0,222,0,0,0,0,0,0,0,47296,0,0,105,0,0,6,0,1,0,0,"0"
15209,0,207,8513,0,105,4725,0,63,3100,0,32,7649,0,113,7956,0,93,0,0,0,0,0,0,156913,0,0,0,0,0,627,140648,0,0,434,10014,0,0,0,0,0,132,71627,0,0,336,7636,0,0,0,0,0,95,118389,0,0,228,11062,0,0,0,0,0,143,41146,0,0,226,129272,0,0,0,0,0,68,36127,0,0,194,0,0,6,0,1,0,0,"0"
15147,0,206,8386,0,103,4725,0,63,3100,0,32,5432,1,85,8403,2,101,0,0,0,0,0,0,176768,0,0,0,0,0,589,70487,0,0,413,12607,0,0,0,0,0,165,102330,0,0,330,5188,0,0,0,0,0,66,46789,0,0,159,10996,0,0,0,0,0,142,36733,0,0,210,40538,0,0,0,0,0,23,6604,0,0,91,0,0,6,0,1,0,0,"0"
15418,0,210,8345,0,103,4725,0,63,3100,0,32,8662,0,126,8198,0,97,0,0,0,0,0,0,214005,0,0,0,0,0,643,113433,0,0,439,13332,0,0,0,0,0,168,160412,0,0,375,4525,0,0,0,0,0,56,66623,0,0,181,11565,0,0,0,0,0,152,106328,0,0,269,82321,0,0,0,0,0,38,64208,0,0,167,0,0,6,0,1,0,0,"0"
15164,0,206,8556,0,105,4767,1,64,3059,1,32,8720,0,126,8295,0,99,126,2,3,84,2,2,113086,0,0,0,0,0,550,82903,0,0,365,10326,0,0,0,0,0,137,88015,0,0,330,5142,0,0,0,0,0,67,97345,0,0,201,11057,0,0,0,0,0,144,72236,0,0,244,92816,0,0,0,0,0,48,57758,0,0,165,0,0,6,0,1,0,0,"0"
18376,2,211,8731,5,109,22991,1,76,3207,4,33,8680,1,127,8264,0,98,0,0,0,0,0,0,125034,0,0,0,0,0,536,26470,0,0,345,10515,0,0,0,0,0,139,72478,0,0,317,5053,0,0,0,0,0,66,94907,0,0,195,11092,0,0,0,0,0,144,66466,0,0,238,899,0,0,0,0,0,6,54283,0,0,110,0,0,6,0,1,0,0,"0"
12041,0,203,8051,0,98,0,0,49,2951,0,30,8582,0,124,8223,1,98,0,0,0,0,0,0,78190,0,0,0,0,0,539,109406,0,0,371,9378,0,0,0,0,0,121,38053,0,0,272,4131,0,0,0,0,0,50,29107,0,0,129,10249,0,0,0,0,0,130,16942,0,0,183,83632,0,0,0,0,0,40,7974,0,0,109,0,0,4,0,1,0,0,"0"
15147,0,206,8386,0,103,4725,0,63,3100,0,32,8364,0,122,7901,0,94,84,1,2,42,1,1,219987,0,0,0,0,0,659,155832,0,0,487,15035,0,0,0,0,0,194,170936,0,0,358,5417,0,0,0,0,0,71,76376,0,0,175,10657,0,0,0,0,0,138,72672,0,0,223,142202,0,0,0,0,0,94,51437,0,0,187,0,0,8,0,1,0,0,"0"
15418,0,210,8500,0,105,4809,1,65,3225,1,34,8650,0,125,8444,0,100,0,0,0,0,0,0,175747,0,0,0,0,0,589,102351,0,0,438,10297,0,0,0,0,0,137,54074,0,0,270,5310,0,0,0,0,0,71,63427,0,0,142,12707,0,0,0,0,0,171,90136,0,0,220,72615,0,0,0,0,0,38,20626,0,0,94,0,0,5,0,1,0,0,"0"
