@relation class
@attribute h7_dst_bytes real
@attribute h7_dst_flow real
@attribute h7_dst_pkt real
@attribute h7_src_bytes real
@attribute h7_src_flow real
@attribute h7_src_pkt real
@attribute h8_dst_bytes real
@attribute h8_dst_flow real
@attribute h8_dst_pkt real
@attribute h8_src_bytes real
@attribute h8_src_flow real
@attribute h8_src_pkt real
@attribute h9_dst_bytes real
@attribute h9_dst_flow real
@attribute h9_dst_pkt real
@attribute h9_src_bytes real
@attribute h9_src_flow real
@attribute h9_src_pkt real
@attribute h_s_4_dst_bytes real
@attribute h_s_4_dst_flow real
@attribute h_s_4_dst_pkt real
@attribute h_s_4_src_bytes real
@attribute h_s_4_src_flow real
@attribute h_s_4_src_pkt real
@attribute port_1_s_rx_bytes real
@attribute port_1_s_rx_crc_err real
@attribute port_1_s_rx_drop real
@attribute port_1_s_rx_error real
@attribute port_1_s_rx_frame_err real
@attribute port_1_s_rx_over_err real
@attribute port_1_s_rx_pkt real
@attribute port_1_s_tx_bytes real
@attribute port_1_s_tx_drop real
@attribute port_1_s_tx_error real
@attribute port_1_s_tx_pkt real
@attribute port_h7_rx_bytes real
@attribute port_h7_rx_crc_err real
@attribute port_h7_rx_drop real
@attribute port_h7_rx_error real
@attribute port_h7_rx_frame_err real
@attribute port_h7_rx_over_err real
@attribute port_h7_rx_pkt real
@attribute port_h7_tx_bytes real
@attribute port_h7_tx_drop real
@attribute port_h7_tx_error real
@attribute port_h7_tx_pkt real
@attribute port_h8_rx_bytes real
@attribute port_h8_rx_crc_err real
@attribute port_h8_rx_drop real
@attribute port_h8_rx_error real
@attribute port_h8_rx_frame_err real
@attribute port_h8_rx_over_err real
@attribute port_h8_rx_pkt real
@attribute port_h8_tx_bytes real
@attribute port_h8_tx_drop real
@attribute port_h8_tx_error real
@attribute port_h8_tx_pkt real
@attribute port_h9_rx_bytes real
@attribute port_h9_rx_crc_err real
@attribute port_h9_rx_drop real
@attribute port_h9_rx_error real
@attribute port_h9_rx_frame_err real
@attribute port_h9_rx_over_err real
@attribute port_h9_rx_pkt real
@attribute port_h9_tx_bytes real
@attribute port_h9_tx_drop real
@attribute port_h9_tx_error real
@attribute port_h9_tx_pkt real
@attribute port_h_s_4_rx_bytes real
@attribute port_h_s_4_rx_crc_err real
@attribute port_h_s_4_rx_drop real
@attribute port_h_s_4_rx_error real
@attribute port_h_s_4_rx_frame_err real
@attribute port_h_s_4_rx_over_err real
@attribute port_h_s_4_rx_pkt real
@attribute port_h_s_4_tx_bytes real
@attribute port_h_s_4_tx_drop real
@attribute port_h_s_4_tx_error real
@attribute port_h_s_4_tx_pkt real
@attribute port_udp_counts real
@attribute rst real
@attribute tcp_connection real
@attribute tcp_failed real
@attribute tcp_port_counts real
@attribute udp_connection real
@attribute unknown_protocol real
@attribute class{0}
@data
15376,0,209,8303,0,102,4725,0,63,3100,0,32,8558,0,124,8265,1,99,856,5,15,17838,2,7,208045,0,0,0,0,0,602,86480,0,0,428,9364,0,0,0,0,0,121,37035,0,0,278,9781,0,0,0,0,0,122,160856,0,0,216,11177,0,0,0,0,0,147,55624,0,0,217,65151,0,0,0,0,0,36,21764,0,0,120,0,0,5,0,1,0,0,"0"
33406,2,219,9296,5,118,4725,0,63,3100,0,32,32752,2,140,8767,4,109,0,0,0,0,0,0,132856,0,0,0,0,0,561,49872,0,0,374,10998,0,0,0,0,0,147,56179,0,0,307,5191,0,0,0,0,0,69,75821,0,0,183,11084,0,0,0,0,0,145,77539,0,0,237,34017,0,0,0,0,0,16,34751,0,0,121,0,0,7,0,1,0,0,"0"
278,0,200,8289,0,102,4725,0,63,3100,0,32,0,0,112,7578,0,85,0,0,0,0,0,0,124323,0,0,0,0,0,564,62347,0,0,362,10291,0,0,0,0,0,136,89201,0,0,323,5191,0,0,0,0,0,69,89410,0,0,189,11788,0,0,0,0,0,156,113035,0,0,265,74556,0,0,0,0,0,34,68655,0,0,176,0,0,6,0,1,0,0,"0"
12041,0,203,7844,0,93,4725,0,63,3100,0,32,50120,3,140,8337,0,100,901,5,14,41732,3,18,124865,0,0,0,0,0,581,109467,0,0,395,9427,0,0,0,0,0,121,37149,0,0,279,5809,0,0,0,0,0,76,60196,0,0,157,10345,0,0,0,0,0,133,30602,0,0,198,82860,0,0,0,0,0,50,8008,0,0,122,0,0,5,0,1,0,0,"0"
15377,1,210,8493,1,105,23033,2,77,3841,5,45,0,0,110,8264,1,98,0,0,0,0,0,0,157515,0,0,0,0,0,576,64138,0,0,392,11477,0,0,0,0,0,157,103041,0,0,330,5879,0,0,0,0,0,80,72571,0,0,168,13214,0,0,0,0,0,180,121424,0,0,254,112668,0,0,0,0,0,42,36203,0,0,163,0,0,8,0,1,0,0,"0"
33657,1,222,8645,4,107,0,0,49,2359,0,19,8624,0,125,8229,0,98,807,3,13,2878,0,0,146888,0,0,0,0,0,640,111429,0,0,428,10382,0,0,0,0,0,137,66237,0,0,331,4762,0,0,0,0,0,61,38068,0,0,176,12123,0,0,0,0,0,161,66984,0,0,252,82076,0,0,0,0,0,38,18565,0,0,165,0,0,6,0,1,0,0,"0"
15371,0,209,8494,0,105,4725,0,63,3100,0,32,26398,1,131,9094,4,112,0,1,0,14786,1,5,153479,0,0,0,0,0,535,47645,0,0,388,10421,0,0,0,0,0,138,92223,0,0,295,7056,0,0,0,0,0,100,92641,0,0,164,11033,0,0,0,0,0,142,67862,0,0,208,36914,0,0,0,0,0,17,42688,0,0,99,0,0,6,0,1,0,0,"0"
14526,0,197,8218,0,100,4809,1,65,3142,1,33,9226,0,134,8205,0,98,0,0,0,0,0,0,128110,0,0,0,0,0,576,101454,0,0,390,9602,0,0,0,0,0,125,66969,0,0,291,6216,0,0,0,0,0,86,82088,0,0,162,11363,0,0,0,0,0,151,78483,0,0,220,110321,0,0,0,0,0,56,39102,0,0,168,0,0,6,0,1,0,0,"0"
0,0,206,8401,0,103,4641,0,61,3058,0,31,8343,1,126,7602,0,86,800,5,14,17838,2,7,138095,0,0,0,0,0,553,84826,0,0,394,10907,0,0,0,0,0,144,67339,0,0,272,5005,0,0,0,0,0,64,44810,0,0,120,11512,0,0,0,0,0,152,48670,0,0,188,74730,0,0,0,0,0,37,7647,0,0,101,0,0,5,0,1,0,0,"0"
15130,0,206,8499,0,105,4725,0,63,3100,0,32,0,0,112,8133,0,97,0,0,0,0,0,0,122515,0,0,0,0,0,561,54967,0,0,336,10231,0,0,0,0,0,134,89353,0,0,331,3590,0,0,0,0,0,40,68536,0,0,177,10494,0,0,0,0,0,136,90688,0,0,253,29890,0,0,0,0,0,15,64818,0,0,131,0,0,4,0,1,0,0,"0"
15452,4,210,8823,4,109,4725,0,63,3100,0,32,8662,0,126,8222,0,97,635,9,10,3028,6,2,130250,0,0,0,0,0,565,82050,0,0,382,11333,0,0,0,0,0,151,98275,0,0,333,5471,0,0,0,0,0,72,78820,0,0,182,11445,0,0,0,0,0,151,64449,0,0,231,98073,0,0,0,0,0,52,39099,0,0,166,0,0,7,0,1,0,0,"0"
15274,0,208,8156,0,100,4725,0,63,3100,0,32,8738,1,127,8391,2,101,0,0,0,0,0,0,191497,0,0,0,0,0,618,63767,0,0,407,10888,0,0,0,0,0,145,88587,0,0,331,6051,0,0,0,0,0,81,91284,0,0,191,12139,0,0,0,0,0,161,88648,0,0,247,52282,0,0,0,0,0,27,33339,0,0,139,0,0,7,0,1,0,0,"0"
15287,0,208,8359,0,103,4725,0,63,3100,0,32,8250,0,120,7775,0,92,0,0,0,0,0,0,159488,0,0,0,0,0,599,89113,0,0,373,10936,0,0,0,0,0,147,139917,0,0,377,4488,0,0,0,0,0,56,98189,0,0,214,11216,0,0,0,0,0,149,106254,0,0,274,95350,0,0,0,0,0,43,80231,0,0,198,0,0,6,0,1,0,0,"0"
15293,0,208,8542,0,105,4725,0,63,3100,0,32,8928,3,129,8794,4,105,224,3,3,0,3,0,139096,0,0,0,0,0,549,44788,0,0,358,9297,0,0,0,0,0,117,42675,0,0,282,5094,0,0,0,0,0,67,59990,0,0,158,12111,0,0,0,0,0,160,73186,0,0,229,18281,0,0,0,0,0,14,19837,0,0,86,0,0,5,0,1,0,0,"0"
