 [DEBUG] (Thread-1 ) Starting Super, TIME 2018-09-27 10:27:39.313733
 [DEBUG] (Thread-4 ) Starting Error, TIME 2018-09-27 10:27:39.848516
 [DEBUG] (Thread-4 ) Exiting Error, TIME 2018-09-27 10:27:39.849396
 [DEBUG] (Thread-5 ) Starting SYN, TIME 2018-09-27 10:27:39.852683
 [DEBUG] (Thread-5 ) Exiting SYN, TIME 2018-09-27 10:27:39.852955
 [DEBUG] (Thread-3 ) Starting DOS, TIME 2018-09-27 10:27:39.859326
 [DEBUG] (Thread-3 ) Exiting DOS, TIME 2018-09-27 10:27:39.859839
 [DEBUG] (Thread-1 ) Exiting super, TIME 2018-09-27 10:27:39.878640
 [DEBUG] (Thread-2 ) Starting Super, TIME 2018-09-27 10:28:39.314805
 [DEBUG] (Thread-8 ) Starting Error, TIME 2018-09-27 10:28:39.945902
 [DEBUG] (Thread-9 ) Starting SYN, TIME 2018-09-27 10:28:39.946257
 [DEBUG] (Thread-8 ) Exiting Error, TIME 2018-09-27 10:28:39.946577
 [DEBUG] (Thread-7 ) Starting DOS, TIME 2018-09-27 10:28:39.946975
 [DEBUG] (Thread-9 ) Exiting SYN, TIME 2018-09-27 10:28:39.947143
 [DEBUG] (Thread-7 ) Exiting DOS, TIME 2018-09-27 10:28:39.947644
 [DEBUG] (Thread-2 ) Exiting super, TIME 2018-09-27 10:28:39.952778
 [DEBUG] (Thread-6 ) Starting Super, TIME 2018-09-27 10:29:39.315166
 [DEBUG] (Thread-12) Starting Error, TIME 2018-09-27 10:29:39.657478
 [DEBUG] (Thread-12) Exiting Error, TIME 2018-09-27 10:29:39.659366
 [DEBUG] (Thread-13) Starting SYN, TIME 2018-09-27 10:29:39.659829
 [DEBUG] (Thread-13) Exiting SYN, TIME 2018-09-27 10:29:39.660379
 [DEBUG] (Thread-11) Starting DOS, TIME 2018-09-27 10:29:39.660983
 [DEBUG] (Thread-11) Exiting DOS, TIME 2018-09-27 10:29:39.662185
 [DEBUG] (Thread-6 ) Exiting super, TIME 2018-09-27 10:29:39.673633
 [DEBUG] (Thread-10) Starting Super, TIME 2018-09-27 10:30:39.315933
 [DEBUG] (Thread-16) Starting Error, TIME 2018-09-27 10:30:39.948632
 [DEBUG] (Thread-16) Exiting Error, TIME 2018-09-27 10:30:39.949822
 [DEBUG] (Thread-17) Starting SYN, TIME 2018-09-27 10:30:39.950249
 [DEBUG] (Thread-17) Exiting SYN, TIME 2018-09-27 10:30:39.951163
 [DEBUG] (Thread-15) Starting DOS, TIME 2018-09-27 10:30:39.951622
 [DEBUG] (Thread-15) Exiting DOS, TIME 2018-09-27 10:30:39.955360
 [DEBUG] (Thread-10) Exiting super, TIME 2018-09-27 10:30:39.969708
 [DEBUG] (Thread-14) Starting Super, TIME 2018-09-27 10:31:39.325970
 [DEBUG] (Thread-20) Starting Error, TIME 2018-09-27 10:31:39.862132
 [DEBUG] (Thread-21) Starting SYN, TIME 2018-09-27 10:31:39.862307
 [DEBUG] (Thread-21) Exiting SYN, TIME 2018-09-27 10:31:39.862649
 [DEBUG] (Thread-20) Exiting Error, TIME 2018-09-27 10:31:39.862520
 [DEBUG] (Thread-19) Starting DOS, TIME 2018-09-27 10:31:39.863033
 [DEBUG] (Thread-19) Exiting DOS, TIME 2018-09-27 10:31:39.863253
 [DEBUG] (Thread-14) Exiting super, TIME 2018-09-27 10:31:39.866765
 [DEBUG] (Thread-18) Starting Super, TIME 2018-09-27 10:32:39.327060
